1230390354,8277,78,73,83,65,66,5,29,19,21,25
15,2024,4,65,16,1,195,5,29,19,21,25
46,2024,3,65,15,94,170,5,29,19,21,25
77,2024,4,65,68,116,96,5,29,19,21,25
108,2024,4,65,12,13,198,5,29,19,21,25
140,2024,4,65,16,1,190,5,29,19,21,25
177,2024,3,65,11,42,170,5,29,19,21,25
210,2024,3,65,15,94,170,5,29,19,21,25
245,2024,4,65,68,116,128,5,29,19,21,25
271,2024,4,65,12,13,198,5,29,19,21,25
310,2024,4,65,16,1,185,5,29,19,21,25
339,2024,3,65,11,42,170,5,29,19,21,25
370,2024,3,65,15,94,170,5,29,19,21,25
402,2024,4,65,68,116,128,5,29,19,21,25
440,2024,4,65,12,13,238,5,29,19,21,25
471,2024,4,65,16,1,163,5,29,19,21,25
501,2024,3,65,11,42,170,5,29,19,21,25
533,2024,3,65,15,94,170,5,29,19,21,25
564,2024,4,65,68,116,128,5,29,19,21,25
602,2024,4,65,12,14,33,5,29,19,21,26
633,2024,4,65,16,1,159,5,29,19,21,26
664,2024,3,65,11,42,170,5,29,19,21,26
696,2024,3,65,15,94,170,5,29,19,21,26
733,2024,4,65,68,116,128,5,29,19,21,26
764,2024,4,65,12,14,24,5,29,19,21,26
795,2024,4,65,16,1,157,5,29,19,21,26
827,2024,3,65,11,42,170,5,29,19,21,26
858,2024,3,65,15,94,170,5,29,19,21,26
896,2024,4,65,68,116,160,5,29,19,21,26
926,2024,4,65,12,13,239,5,29,19,21,26
958,2024,4,65,16,1,149,5,29,19,21,26
989,2024,3,65,11,41,170,5,29,19,21,26
1027,2024,3,65,15,94,170,5,29,19,21,26
1058,2024,4,65,68,116,160,5,29,19,21,26
1089,2024,4,65,12,13,206,5,29,19,21,26
1120,2024,4,65,16,1,139,5,29,19,21,26
1152,2024,3,65,11,40,170,5,29,19,21,26
1188,2024,3,65,15,94,170,5,29,19,21,26
1220,2024,4,65,68,116,192,5,29,19,21,26
