1230390354,8277,78,73,83,65,66,5,30,15,9,53
12,2024,4,65,16,1,210,5,30,15,9,53
17,2024,3,65,11,35,170,5,30,15,9,53
44,2024,3,65,15,69,170,5,30,15,9,53
79,2024,4,65,68,116,128,5,30,15,9,53
142,2024,4,65,12,16,65,5,30,15,9,53
173,2024,4,65,16,1,194,5,30,15,9,53
210,2024,3,65,11,35,170,5,30,15,9,53
243,2024,3,65,15,69,170,5,30,15,9,53
273,2024,4,65,68,116,128,5,30,15,9,53
335,2024,4,65,12,15,122,5,30,15,9,53
373,2024,4,65,16,1,155,5,30,15,9,53
404,2024,3,65,11,35,170,5,30,15,9,53
436,2024,3,65,15,69,170,5,30,15,9,53
466,2024,4,65,68,116,128,5,30,15,9,53
543,2024,4,65,12,14,125,5,30,15,9,53
567,2024,4,65,16,1,130,5,30,15,9,53
598,2024,3,65,11,35,170,5,30,15,9,53
635,2024,3,65,15,69,170,5,30,15,9,53
666,2024,4,65,68,116,96,5,30,15,9,54
730,2024,4,65,12,14,56,5,30,15,9,54
760,2024,4,65,16,1,136,5,30,15,9,54
797,2024,3,65,11,35,170,5,30,15,9,54
829,2024,3,65,15,68,170,5,30,15,9,54
860,2024,4,65,68,116,96,5,30,15,9,54
929,2024,4,65,12,13,253,5,30,15,9,54
960,2024,4,65,16,1,146,5,30,15,9,54
991,2024,3,65,11,36,170,5,30,15,9,54
1022,2024,3,65,15,68,170,5,30,15,9,54
1059,2024,4,65,68,116,64,5,30,15,9,54
1122,2024,4,65,12,13,209,5,30,15,9,54
1154,2024,4,65,16,1,149,5,30,15,9,54
1184,2024,3,65,11,36,170,5,30,15,9,54
1222,2024,3,65,15,68,170,5,30,15,9,54
1254,2024,4,65,68,116,64,5,30,15,9,54
1315,2024,4,65,12,13,182,5,30,15,9,54
1347,2024,4,65,16,1,171,5,30,15,9,54
1384,2024,3,65,11,37,170,5,30,15,9,54
1416,2024,3,65,15,68,170,5,30,15,9,54
1446,2024,4,65,68,116,64,5,30,15,9,54
1516,2024,4,65,12,13,232,5,30,15,9,54
1547,2024,4,65,16,1,184,5,30,15,9,54
1577,2024,3,65,11,38,170,5,30,15,9,54
1609,2024,3,65,15,68,170,5,30,15,9,54
1647,2024,4,65,68,116,64,5,30,15,9,55
1710,2024,4,65,12,13,238,5,30,15,9,55
1741,2024,4,65,16,1,181,5,30,15,9,55
1772,2024,3,65,11,38,170,5,30,15,9,55
1809,2024,3,65,15,68,170,5,30,15,9,55
1842,2024,4,65,68,116,64,5,30,15,9,55
1903,2024,4,65,12,13,239,5,30,15,9,55
1940,2024,4,65,16,1,184,5,30,15,9,55
1972,2024,3,65,11,39,170,5,30,15,9,55
2002,2024,3,65,15,68,170,5,30,15,9,55
2040,2024,4,65,68,116,64,5,30,15,9,55
2104,2024,4,65,12,13,175,5,30,15,9,55
2134,2024,4,65,16,2,20,5,30,15,9,55
2165,2024,3,65,11,41,170,5,30,15,9,55
2196,2024,3,65,15,68,170,5,30,15,9,55
2234,2024,4,65,68,115,224,5,30,15,9,55
2296,2024,4,65,12,13,170,5,30,15,9,55
2328,2024,4,65,16,2,42,5,30,15,9,55
2365,2024,3,65,11,43,170,5,30,15,9,55
2396,2024,3,65,15,68,170,5,30,15,9,55
2427,2024,4,65,68,115,160,5,30,15,9,55
2490,2024,4,65,12,13,149,5,30,15,9,55
2528,2024,4,65,16,1,254,5,30,15,9,55
2558,2024,3,65,11,45,170,5,30,15,9,55
2589,2024,3,65,15,68,170,5,30,15,9,55
2621,2024,4,65,68,115,160,5,30,15,9,55
2690,2024,4,65,12,13,195,5,30,15,9,56
2721,2024,4,65,16,1,205,5,30,15,9,56
2753,2024,3,65,11,43,170,5,30,15,9,56
2790,2024,3,65,15,68,170,5,30,15,9,56
2821,2024,4,65,68,115,192,5,30,15,9,56
2883,2024,4,65,12,13,144,5,30,15,9,56
2921,2024,4,65,16,1,153,5,30,15,9,56
2952,2024,3,65,11,42,170,5,30,15,9,56
2983,2024,3,65,15,68,170,5,30,15,9,56
3015,2024,4,65,68,115,224,5,30,15,9,56
3083,2024,4,65,12,13,197,5,30,15,9,56
3116,2024,4,65,16,1,144,5,30,15,9,56
3145,2024,3,65,11,41,170,5,30,15,9,56
3177,2024,3,65,15,68,170,5,30,15,9,56
3208,2024,4,65,68,116,32,5,30,15,9,56
3276,2024,4,65,12,13,166,5,30,15,9,56
3308,2024,4,65,16,1,129,5,30,15,9,56
3339,2024,3,65,11,40,170,5,30,15,9,56
3377,2024,3,65,15,68,170,5,30,15,9,56
3407,2024,4,65,68,116,96,5,30,15,9,56
3470,2024,4,65,12,13,118,5,30,15,9,56
3502,2024,4,65,16,1,135,5,30,15,9,56
3540,2024,3,65,11,38,170,5,30,15,9,56
3570,2024,3,65,15,68,170,5,30,15,9,56
3602,2024,4,65,68,116,96,5,30,15,9,56
3670,2024,4,65,12,13,142,5,30,15,9,57
3702,2024,4,65,16,1,211,5,30,15,9,57
3732,2024,3,65,11,40,170,5,30,15,9,57
3765,2024,3,65,15,68,170,5,30,15,9,57
3801,2024,4,65,68,116,64,5,30,15,9,57
3865,2024,4,65,12,13,105,5,30,15,9,57
3895,2024,4,65,16,1,236,5,30,15,9,57
3927,2024,3,65,11,41,170,5,30,15,9,57
3963,2024,3,65,15,68,170,5,30,15,9,57
3994,2024,4,65,68,116,32,5,30,15,9,57
4057,2024,4,65,12,13,3,5,30,15,9,57
4094,2024,4,65,16,1,243,5,30,15,9,57
4126,2024,3,65,11,43,170,5,30,15,9,57
4157,2024,3,65,15,68,170,5,30,15,9,57
4190,2024,4,65,68,115,224,5,30,15,9,57
4257,2024,4,65,12,12,253,5,30,15,9,57
4288,2024,4,65,16,2,5,5,30,15,9,57
4320,2024,3,65,11,44,170,5,30,15,9,57
4350,2024,3,65,15,68,170,5,30,15,9,57
4389,2024,4,65,68,115,160,5,30,15,9,57
4451,2024,4,65,12,13,69,5,30,15,9,57
4482,2024,4,65,16,1,250,5,30,15,9,57
4519,2024,3,65,11,46,170,5,30,15,9,57
4550,2024,3,65,15,68,170,5,30,15,9,57
4582,2024,4,65,68,115,96,5,30,15,9,57
4644,2024,4,65,12,13,113,5,30,15,9,58
4682,2024,4,65,16,1,252,5,30,15,9,58
4715,2024,3,65,11,47,170,5,30,15,9,58
4744,2024,3,65,15,68,170,5,30,15,9,58
4775,2024,4,65,68,115,96,5,30,15,9,58
4844,2024,4,65,12,13,57,5,30,15,9,58
4875,2024,4,65,16,2,3,5,30,15,9,58
4907,2024,3,65,11,47,170,5,30,15,9,58
4943,2024,3,65,15,68,170,5,30,15,9,58
4975,2024,4,65,68,115,96,5,30,15,9,58
5038,2024,4,65,12,13,71,5,30,15,9,58
5068,2024,4,65,16,2,8,5,30,15,9,58
5106,2024,3,65,11,48,170,5,30,15,9,58
5137,2024,3,65,15,68,170,5,30,15,9,58
5169,2024,4,65,68,115,32,5,30,15,9,58
5238,2024,4,65,12,12,203,5,30,15,9,58
5269,2024,4,65,16,2,37,5,30,15,9,58
5300,2024,3,65,11,50,170,5,30,15,9,58
5330,2024,3,65,15,68,170,5,30,15,9,58
5368,2024,4,65,68,114,192,5,30,15,9,58
5432,2024,4,65,12,12,69,5,30,15,9,58
5465,2024,4,65,16,2,235,5,30,15,9,58
5493,2024,3,65,11,56,170,5,30,15,9,58
5530,2024,3,65,15,68,170,5,30,15,9,58
5564,2024,4,65,68,113,0,5,30,15,9,58
5624,2024,4,65,12,12,75,5,30,15,9,58
5656,2024,4,65,16,2,241,5,30,15,9,59
5693,2024,3,65,11,60,170,5,30,15,9,59
5725,2024,3,65,15,68,170,5,30,15,9,59
5755,2024,4,65,68,111,160,5,30,15,9,59
5824,2024,4,65,12,14,79,5,30,15,9,59
5856,2024,4,65,16,4,139,5,30,15,9,59
5886,2024,3,65,11,73,170,5,30,15,9,59
5918,2024,3,65,15,68,170,5,30,15,9,59
5955,2024,4,65,68,112,96,5,30,15,9,59
6018,2024,4,65,12,18,134,5,30,15,9,59
6049,2024,4,65,16,5,69,5,30,15,9,59
6080,2024,3,65,11,74,170,5,30,15,9,59
6118,2024,3,65,15,68,170,5,30,15,9,59
6149,2024,4,65,68,112,192,5,30,15,9,59
6214,2024,4,65,12,21,136,5,30,15,9,59
6249,2024,4,65,16,3,189,5,30,15,9,59
6280,2024,3,65,11,69,170,5,30,15,9,59
6311,2024,3,65,15,68,170,5,30,15,9,59
6342,2024,4,65,68,112,96,5,30,15,9,59
6411,2024,4,65,12,21,59,5,30,15,9,59
6443,2024,4,65,16,8,197,5,30,15,9,59
6473,2024,3,65,11,74,170,5,30,15,9,59
6505,2024,3,65,15,68,170,5,30,15,9,59
6543,2024,4,65,68,113,96,5,30,15,9,59
6604,2024,4,65,12,25,89,5,30,15,9,59
6636,2024,4,65,16,7,100,5,30,15,9,59
6674,2024,3,65,11,73,170,5,30,15,10,0
6705,2024,3,65,15,68,170,5,30,15,10,0
6736,2024,4,65,68,114,0,5,30,15,10,0
6798,2024,4,65,12,27,215,5,30,15,10,0
6836,2024,4,65,16,7,244,5,30,15,10,0
6866,2024,3,65,11,74,170,5,30,15,10,0
6898,2024,3,65,15,67,170,5,30,15,10,0
6929,2024,4,65,68,114,0,5,30,15,10,0
6999,2024,4,65,12,30,179,5,30,15,10,0
7029,2024,4,65,16,8,161,5,30,15,10,0
7061,2024,3,65,11,73,170,5,30,15,10,0
7092,2024,3,65,15,67,170,5,30,15,10,0
7130,2024,4,65,68,114,192,5,30,15,10,0
7192,2024,4,65,12,32,146,5,30,15,10,0
7223,2024,4,65,16,9,95,5,30,15,10,0
7261,2024,3,65,11,73,170,5,30,15,10,0
7291,2024,3,65,15,67,170,5,30,15,10,0
7323,2024,4,65,68,115,96,5,30,15,10,0
7392,2024,4,65,12,36,90,5,30,15,10,0
7422,2024,4,65,16,10,190,5,30,15,10,0
7454,2024,3,65,11,73,170,5,30,15,10,0
7486,2024,3,65,15,67,170,5,30,15,10,0
7517,2024,4,65,68,115,160,5,30,15,10,0
7585,2024,4,65,12,38,255,5,30,15,10,0
7616,2024,4,65,16,11,243,5,30,15,10,0
7648,2024,3,65,11,74,170,5,30,15,10,1
7685,2024,3,65,15,67,170,5,30,15,10,1
7716,2024,4,65,68,116,0,5,30,15,10,1
7779,2024,4,65,12,40,189,5,30,15,10,1
7810,2024,4,65,16,12,208,5,30,15,10,1
7847,2024,3,65,11,73,170,5,30,15,10,1
7879,2024,3,65,15,67,170,5,30,15,10,1
7910,2024,4,65,68,116,128,5,30,15,10,1
7979,2024,4,65,12,43,62,5,30,15,10,1
8010,2024,4,65,16,12,182,5,30,15,10,1
8041,2024,3,65,11,71,170,5,30,15,10,1
8072,2024,3,65,15,67,170,5,30,15,10,1
8110,2024,4,65,68,116,224,5,30,15,10,1
8173,2024,4,65,12,44,219,5,30,15,10,1
8204,2024,4,65,16,11,104,5,30,15,10,1
8235,2024,3,65,11,64,170,5,30,15,10,1
8272,2024,3,65,15,67,170,5,30,15,10,1
8303,2024,4,65,68,117,64,5,30,15,10,1
8366,2024,4,65,12,40,77,5,30,15,10,1
8403,2024,4,65,16,13,155,5,30,15,10,1
8434,2024,3,65,11,73,170,5,30,15,10,1
8466,2024,3,65,15,67,170,5,30,15,10,1
8497,2024,4,65,68,117,192,5,30,15,10,1
8565,2024,4,65,12,35,128,5,30,15,10,1
8597,2024,4,65,16,11,53,5,30,15,10,1
8635,2024,3,65,11,73,170,5,30,15,10,2
8659,2024,3,65,15,67,170,5,30,15,10,2
8697,2024,4,65,68,118,0,5,30,15,10,2
8759,2024,4,65,12,38,74,5,30,15,10,2
8791,2024,4,65,16,10,124,5,30,15,10,2
8828,2024,3,65,11,71,170,5,30,15,10,2
8859,2024,3,65,15,67,170,5,30,15,10,2
8890,2024,4,65,68,118,128,5,30,15,10,2
8952,2024,4,65,12,39,43,5,30,15,10,2
8990,2024,4,65,16,9,30,5,30,15,10,2
9021,2024,3,65,11,63,170,5,30,15,10,2
9053,2024,3,65,15,67,170,5,30,15,10,2
9083,2024,4,65,68,118,192,5,30,15,10,2
9152,2024,4,65,12,39,242,5,30,15,10,2
9184,2024,4,65,16,9,216,5,30,15,10,2
9214,2024,3,65,11,61,170,5,30,15,10,2
9246,2024,3,65,15,67,170,5,30,15,10,2
9283,2024,4,65,68,119,64,5,30,15,10,2
9346,2024,4,65,12,40,63,5,30,15,10,2
9383,2024,4,65,16,5,205,5,30,15,10,2
9415,2024,3,65,11,48,170,5,30,15,10,2
9446,2024,3,65,15,67,170,5,30,15,10,2
9477,2024,4,65,68,119,192,5,30,15,10,2
9545,2024,4,65,12,39,30,5,30,15,10,2
9583,2024,4,65,16,2,223,5,30,15,10,2
9609,2024,3,65,11,33,170,5,30,15,10,2
9639,2024,3,65,15,67,170,5,30,15,10,3
9670,2024,4,65,68,120,0,5,30,15,10,3
9740,2024,4,65,12,38,120,5,30,15,10,3
9771,2024,4,65,16,2,60,5,30,15,10,3
9801,2024,3,65,11,25,170,5,30,15,10,3
9839,2024,3,65,15,67,170,5,30,15,10,3
9871,2024,4,65,68,120,128,5,30,15,10,3
9933,2024,4,65,12,37,187,5,30,15,10,3
9964,2024,4,65,16,2,65,5,30,15,10,3
10002,2024,3,65,11,22,170,5,30,15,10,3
10033,2024,3,65,15,67,170,5,30,15,10,3
10064,2024,4,65,68,121,0,5,30,15,10,3
10133,2024,4,65,12,37,2,5,30,15,10,3
10164,2024,4,65,16,2,32,5,30,15,10,3
10195,2024,3,65,11,21,170,5,30,15,10,3
10232,2024,3,65,15,67,170,5,30,15,10,3
